date,campaign_id,campaign_name,campaign_type,targeting_type,asin,impressions,clicks,spend,orders,sales
2026-01-01,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,4244,17,17.16,2,179.57
2026-02-17,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,1590,11,10.38,1,13.24
2026-02-17,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,4144,6,7.62,0,0.0
2026-02-17,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,3438,13,12.6,1,41.92
2026-02-17,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1468,7,7.23,1,71.08
2026-02-17,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,1167,4,5.49,0,0.0
2026-02-17,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,499,2,2.15,0,0.0
2026-02-17,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,0,0,0.0,0,0.0
2026-02-18,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,6166,20,19.27,2,195.34
2026-02-18,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,0,0,0.0,0,0.0
2026-02-18,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,4282,12,8.07,0,0.0
2026-02-18,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1754,8,8.27,1,57.87
2026-02-18,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,8131,36,22.18,2,55.3
2026-02-18,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,2996,20,14.67,1,13.99
2026-02-18,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,4600,11,17.58,0,0.0
2026-02-18,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,3500,15,14.35,0,0.0
2026-02-18,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,906,5,4.89,1,74.62
2026-02-18,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,1158,4,4.74,2,192.07
2026-02-18,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,482,1,1.15,0,0.0
2026-02-18,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,3280,14,7.3,3,238.67
2026-02-19,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,2567,9,8.76,0,0.0
2026-02-19,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,0,0,0.0,0,0.0
2026-02-19,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,2426,8,5.75,0,0.0
2026-02-19,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,2145,14,15.71,2,113.12
2026-02-19,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,2186,8,4.9,0,0.0
2026-02-19,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,1820,9,6.27,1,14.83
2026-02-19,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,6580,14,18.44,0,0.0
2026-02-19,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,0,0,0.0,0,0.0
2026-02-19,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1184,5,4.4,0,0.0
2026-02-19,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,1282,6,7.67,0,0.0
2026-02-19,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,496,1,1.03,0,0.0
2026-02-19,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,1415,6,3.42,1,73.68
2026-02-20,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,5417,28,21.23,3,252.9
2026-02-20,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,2766,14,10.97,1,48.01
2026-02-20,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,4274,16,10.08,1,9.41
2026-02-20,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1785,8,7.53,3,174.1
2026-02-20,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,3471,17,12.67,1,26.68
2026-02-20,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,4077,22,19.42,2,26.47
2026-02-20,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,13101,26,36.71,0,0.0
2026-02-20,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,3293,12,15.11,0,0.0
2026-02-20,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1578,7,7.06,0,0.0
2026-02-20,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,2588,7,9.67,0,0.0
2026-02-20,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,742,2,2.31,0,0.0
2026-02-20,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,3681,15,7.95,2,144.57
2026-02-21,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,6067,19,17.22,0,0.0
2026-02-21,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,3882,26,16.79,2,95.21
2026-02-21,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,5603,27,19.81,1,9.83
2026-02-21,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,2121,13,13.15,1,61.92
2026-02-21,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,4184,25,19.21,3,73.71
2026-02-21,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,3079,13,8.95,1,13.1
2026-02-21,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,4840,12,18.11,0,0.0
2026-02-21,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,6313,26,26.91,0,0.0
2026-02-21,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,2433,13,11.81,2,143.67
2026-02-21,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,979,4,5.51,0,0.0
2026-02-21,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,624,2,2.41,0,0.0
2026-02-21,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,4260,21,13.29,2,136.7
2026-02-22,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,6582,24,21.35,4,389.14
2026-02-22,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,857,4,3.17,1,48.31
2026-02-22,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,3159,11,7.53,0,0.0
2026-02-22,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,2693,20,17.9,0,0.0
2026-02-22,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,7355,25,15.45,2,50.09
2026-02-22,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,4585,25,20.47,2,26.57
2026-02-22,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,5383,12,20.4,0,0.0
2026-02-22,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,7364,35,42.41,1,41.2
2026-02-22,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1159,7,6.72,2,128.77
2026-02-22,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,1302,5,6.98,0,0.0
2026-02-22,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,338,1,1.02,0,0.0
2026-02-22,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,3597,20,9.87,2,137.95
2026-02-23,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,12021,60,60.27,6,557.69
2026-02-23,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,3170,13,9.49,3,136.18
2026-02-23,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,3135,15,11.09,0,0.0
2026-02-23,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1113,8,9.03,1,65.6
2026-02-23,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,5500,22,13.76,0,0.0
2026-02-23,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,5844,30,22.16,0,0.0
2026-02-23,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,9139,17,22.53,0,0.0
2026-02-23,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,1955,5,6.27,0,0.0
2026-02-23,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1320,8,6.71,1,73.75
2026-02-23,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,1087,4,4.13,0,0.0
2026-02-23,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,435,1,1.29,0,0.0
2026-02-23,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,4807,26,12.72,4,292.18
2026-02-24,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,4116,17,17.2,3,269.95
2026-02-24,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,1844,8,6.03,1,49.54
2026-02-24,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,4005,13,7.55,2,18.43
2026-02-24,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1524,7,6.19,0,0.0
2026-02-24,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,6343,33,24.35,2,55.19
2026-02-24,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,3055,15,14.22,3,43.27
2026-02-24,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,7080,14,22.43,0,0.0
2026-02-24,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,8061,22,26.21,0,0.0
2026-02-24,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1642,8,6.85,2,144.79
2026-02-24,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,844,3,3.16,1,
2026-02-24,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,800,3,3.37,0,0.0
2026-02-24,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,4292,25,16.4,2,153.0
2026-02-25,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,10566,56,53.16,3,285.35
2026-02-25,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,2098,13,9.43,2,93.89
2026-02-25,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,10165,42,30.79,6,57.64
2026-02-25,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,2653,18,17.19,4,228.89
2026-02-25,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,3919,13,9.02,1,24.56
2026-02-25,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,7659,50,37.87,5,71.74
2026-02-25,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,5421,15,19.42,1,39.15
2026-02-25,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,6538,19,20.32,0,0.0
2026-02-25,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,2985,18,18.75,1,72.27
2026-02-25,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,415,2,2.56,1,93.46
2026-02-25,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,1149,2,2.58,0,0.0
2026-02-25,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,4280,26,13.79,2,144.96
2026-02-26,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,5518,26,24.54,4,342.3
2026-02-26,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,2642,15,10.69,2,98.59
2026-02-26,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,10129,45,28.07,5,51.44
2026-02-26,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,2144,11,11.92,1,59.11
2026-02-26,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,5000,27,18.93,3,84.02
2026-02-26,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,3349,17,15.57,3,40.58
2026-02-26,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,2448,6,9.59,0,0.0
2026-02-26,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,3973,11,12.74,0,0.0
2026-02-26,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1592,7,6.22,1,66.83
2026-02-26,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,857,3,4.26,0,0.0
2026-02-26,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,1498,4,4.1,1,29.37
2026-02-26,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,4224,22,10.68,6,408.42
2026-02-27,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,6217,29,26.72,3,263.97
2026-02-27,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,2776,13,8.4,0,0.0
2026-02-27,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,6886,31,22.8,3,31.96
2026-02-27,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,2100,15,16.43,2,125.34
2026-02-27,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,4220,16,11.03,3,80.2
2026-02-27,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,2400,9,7.96,3,42.87
2026-02-27,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,4579,9,12.04,0,0.0
2026-02-27,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,3894,10,11.18,0,0.0
2026-02-27,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,815,6,4.85,1,66.98
2026-02-27,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,942,3,3.36,0,0.0
2026-02-27,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,1023,3,3.63,0,0.0
2026-02-27,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,2191,8,4.2,0,0.0
2026-02-28,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,9022,43,33.14,4,333.09
2026-02-28,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,699,4,3.12,0,0.0
2026-02-28,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,4631,13,8.53,4,38.36
2026-02-28,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1158,8,8.71,2,116.6
2026-02-28,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,4361,23,15.22,2,54.23
2026-02-28,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,1905,12,10.53,1,15.41
2026-02-28,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,7495,19,29.56,1,38.74
2026-02-28,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,1527,7,6.63,0,0.0
2026-02-28,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1119,8,7.84,0,0.0
2026-02-28,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,758,2,2.09,0,0.0
2026-02-28,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,380,1,1.33,0,0.0
2026-02-28,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,3092,20,11.03,4,293.83
2026-03-01,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,6902,33,33.52,2,196.73
2026-03-01,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,1111,7,5.62,1,45.61
2026-03-01,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,4096,19,11.64,3,31.86
2026-03-01,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1138,7,6.38,2,117.79
2026-03-01,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,5403,19,15.92,3,73.47
2026-03-01,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,2473,16,14.71,1,17.0
2026-03-01,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,4968,14,19.84,0,0.0
2026-03-01,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,4990,23,28.9,0,0.0
2026-03-01,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1921,11,8.54,3,220.26
2026-03-01,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,725,2,2.21,0,0.0
2026-03-01,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,401,1,1.28,0,0.0
2026-03-01,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,3057,13,8.32,0,0.0
2026-03-02,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,13679,69,67.49,11,1041.33
2026-03-02,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,2171,9,7.45,2,98.82
2026-03-02,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,6225,23,13.55,1,9.76
2026-03-02,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1662,10,10.42,2,120.55
2026-03-02,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,1622,6,3.98,1,24.49
2026-03-02,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,3875,22,20.78,1,16.24
2026-03-02,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,7596,19,25.02,0,0.0
2026-03-02,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,3662,12,15.07,0,0.0
2026-03-02,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,2067,12,11.92,2,149.34
2026-03-02,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,811,3,3.48,0,0.0
2026-03-02,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,507,1,1.08,0,0.0
2026-03-02,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,9227,58,28.82,5,401.72
2026-03-03,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,8488,31,24.29,4,367.77
2026-03-03,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,3012,16,9.84,1,50.97
2026-03-03,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,4866,25,19.17,0,0.0
2026-03-03,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,995,7,6.44,0,0.0
2026-03-03,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,5602,33,20.0,2,53.07
2026-03-03,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,2718,17,15.03,0,0.0
2026-03-03,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,7297,18,26.08,0,0.0
2026-03-03,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,2611,10,13.18,0,0.0
2026-03-03,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1692,11,9.37,1,64.57
2026-03-03,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,982,3,3.53,0,0.0
2026-03-03,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,0,0,0.0,0,0.0
2026-03-03,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,1874,7,4.31,3,239.1
2026-03-04,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,5128,19,18.98,2,179.91
2026-03-04,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,1071,5,4.01,1,49.55
2026-03-04,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,7174,34,25.47,2,18.88
2026-03-04,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,775,5,5.56,0,0.0
2026-03-04,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,2117,12,9.8,2,52.4
2026-03-04,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,0,0,0.0,0,0.0
2026-03-04,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,7229,19,26.47,0,0.0
2026-03-04,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,7921,36,37.37,1,42.55
2026-03-04,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,2121,11,9.97,2,150.06
2026-03-04,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,1160,3,3.25,0,0.0
2026-03-04,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,632,2,2.05,0,0.0
2026-03-04,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,3351,19,9.96,2,157.97
2026-03-05,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,5876,30,24.53,4,378.33
2026-03-05,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,2088,14,9.49,2,105.51
2026-03-05,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,5967,30,21.19,2,19.29
2026-03-05,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1656,11,11.81,1,57.39
2026-03-05,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,6251,33,25.03,2,53.41
2026-03-05,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,4066,27,20.56,3,48.04
2026-03-05,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,3073,5,6.6,0,0.0
2026-03-05,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,2352,8,7.76,0,0.0
2026-03-05,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,2271,13,12.83,2,147.22
2026-03-05,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,776,3,3.28,0,0.0
2026-03-05,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,0,0,0.0,0,0.0
2026-03-05,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,4380,15,7.1,3,229.15
2026-03-06,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,7929,35,27.93,4,351.69
2026-03-06,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,2393,16,10.44,0,0.0
2026-03-06,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,7788,36,22.67,4,37.95
2026-03-06,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1936,9,9.72,0,0.0
2026-03-06,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,5886,26,17.68,2,49.29
2026-03-06,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,3263,12,8.3,1,16.58
2026-03-06,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,4904,8,11.73,0,0.0
2026-03-06,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,3541,14,13.36,0,0.0
2026-03-06,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,3180,14,12.87,1,76.04
2026-03-06,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,1399,5,6.98,0,0.0
2026-03-06,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,368,1,1.02,0,0.0
