order_id,order_date,order_time,order_status,fulfillment_channel,sales_channel,ship_service_level,customer_id,ship_state,ship_city,ship_postal,ship_country,currency,shipping_fee,promotion_discount,order_total
114-1745402-3119488,2025-06-03,01:02:37,Shipped,FBA,Amazon.com,Two-Day,CUST-00459,NY,Albany,36208,US,USD,0.0,0.0,51.35
114-3621766-7229979,2025-06-03,23:14:46,Shipped,FBM,Amazon.com,Expedited,CUST-00608,NV,Georgetown,96246,US,USD,4.52,0.0,134.11
114-4788034-3055871,2025-06-03,08:16:02,Shipped,FBM,Amazon.com,Standard,CUST-00388,AZ,Phoenix,88415,US,USD,6.58,0.0,49.01
114-6061922-9443215,2025-06-03,12:09:57,Shipped,FBM,Amazon.com,Expedited,CUST-01224,SC,Riverside,68600,US,USD,6.68,0.0,114.59
114-3317161-7548852,2025-06-04,06:56:01,Shipped,FBA,Amazon.com,Two-Day,CUST-01611,TX,Fort Worth,45800,US,USD,0.0,0.0,110.91
114-3606610-8473407,2025-06-04,13:07:07,Shipped,FBA,Amazon.com,Expedited,CUST-00192,VA,Richmond,77717,US,USD,0.0,0.0,52.27
114-4951822-7520513,2025-06-04,16:49:30,Shipped,FBA,Amazon.com,Two-Day,CUST-01578,CA,San Jose,91350,US,USD,0.0,0.0,91.24
114-5243170-6353360,2025-06-04,12:49:19,Canceled,FBA,Amazon.com,Two-Day,CUST-01033,LA,Centerville,66270,US,USD,0.0,0.0,156.65
114-8719552-8873233,2025-06-04,02:55:09,Shipped,FBA,Amazon.com,Two-Day,CUST-01098,CO,Fairview,17977,US,USD,0.0,3.03,47.93
114-9169004-1922240,2025-06-04,04:47:58,Shipped,FBA,Amazon.com,Two-Day,CUST-00218,FL,Tampa,54560,US,USD,0.0,0.0,38.84
114-1199068-5238439,2025-06-05,19:18:09,Shipped,FBA,Amazon.com,Two-Day,CUST-01100,LA,Riverside,49438,US,USD,0.0,0.0,88.7
114-1554536-4704808,2025-06-05,07:06:45,Shipped,FBA,Amazon.com,Two-Day,CUST-00258,MO,Springfield,33908,US,USD,0.0,0.0,157.32
114-1719389-3898378,2025-06-05,11:05:13,Shipped,FBA,Amazon.com,Two-Day,CUST-01223,MN,Centerville,58855,US,USD,0.0,0.0,165.02
114-2827663-8802705,2025-06-05,08:58:32,Shipped,FBA,Amazon.com,Two-Day,CUST-00436,ND,Springfield,92656,US,USD,0.0,0.0,109.5
114-4221482-2574702,2025-06-05,18:39:22,Shipped,FBM,Amazon.com,Scheduled,CUST-01193,PA,Pittsburgh,69486,US,USD,7.03,0.0,38.62
114-4840564-6811821,2025-06-05,09:04:24,Shipped,FBA,Amazon.com,Two-Day,CUST-01274,MS,Fairview,94919,US,USD,0.0,0.0,119.24
114-6956512-2651995,2025-06-05,07:03:59,Shipped,FBA,Amazon.com,Two-Day,CUST-01051,OH,Toledo,25715,US,USD,0.0,0.0,38.97
114-7340456-9963996,2025-06-05,17:33:57,Shipped,FBA,Amazon.com,Two-Day,CUST-00754,WY,,72185,US,USD,0.0,0.0,13.26
114-1054467-3984141,2025-06-06,00:31:53,Shipped,FBM,Amazon.com,Expedited,CUST-01016,GA,Savannah,52258,US,USD,5.36,0.0,15.76
114-1790257-6838757,2025-06-06,16:51:23,Pending,FBA,Amazon.com,Two-Day,CUST-00890,ND,Riverside,32913,US,USD,0.0,0.0,15.31
114-3127039-4756768,2025-06-06,17:47:02,Shipped,FBM,Amazon.com,Expedited,CUST-01107,WI,Centerville,65683,US,USD,4.13,0.0,211.47
114-3732729-7220778,2025-06-06,03:01:38,Shipped,FBA,Amazon.com,Two-Day,CUST-01352,AL,Fairview,17977,US,USD,0.0,0.0,140.02
114-4421831-8770973,2025-06-06,11:30:29,Shipped,FBA,Amazon.com,Two-Day,CUST-00316,CO,Georgetown,12816,US,USD,0.0,0.0,54.55
114-7044525-3614845,2025-06-06,15:16:36,Shipped,FBA,Amazon.com,Two-Day,CUST-00665,NY,Albany,22843,US,USD,0.0,0.0,254.88
114-7371211-6915111,2025-06-06,00:32:06,Shipped,FBA,Amazon.com,Two-Day,CUST-00430,NJ,Paterson,44922,US,USD,0.0,0.0,55.67
114-8104723-9467237,2025-06-06,11:27:02,Shipped,FBA,Amazon.com,Standard,CUST-00734,PA,Allentown,82680,US,USD,0.0,0.0,156.66
114-1601533-7099658,2025-06-07,16:59:30,Shipped,FBA,Amazon.com,Two-Day,CUST-00099,FL,Orlando,37681,US,USD,0.0,0.0,87.92
114-4526499-6340952,2025-06-07,11:07:02,Shipped,FBA,Amazon.com,Two-Day,CUST-00149,TX,El Paso,90689,US,USD,0.0,0.0,290.87
114-6392735-8502556,2025-06-07,01:11:48,Shipped,FBM,Amazon.com,Standard,CUST-00320,GA,Savannah,64700,US,USD,6.81,0.0,94.75
114-8296545-1311727,2025-06-07,03:31:18,Unshipped,FBM,Amazon.com,Standard,CUST-00121,SD,Centerville,62858,US,USD,6.05,0.0,60.6
114-1641726-6341250,2025-06-08,08:03:28,Shipped,FBA,Amazon.com,Standard,CUST-00144,AK,Springfield,42943,US,USD,0.0,0.0,494.56
114-2697504-6370127,2025-06-08,22:19:27,Shipped,FBM,Amazon.com,Standard,CUST-00078,SC,Centerville,43029,US,USD,4.04,0.0,35.63
114-5314741-4669487,2025-06-08,05:57:02,Shipped,FBM,Amazon.com,Standard,CUST-00943,HI,Fairview,95899,US,USD,7.1,6.28,76.8
114-6494717-4427554,2025-06-08,08:03:25,Shipped,FBA,Amazon.com,Two-Day,CUST-00857,OR,Centerville,58145,US,USD,0.0,0.0,19.86
114-9908966-9901867,2025-06-08,04:35:11,Canceled,FBM,Amazon.com,Standard,CUST-01555,VA,Richmond,79540,US,USD,5.37,0.0,143.99
114-1463222-8576990,2025-06-09,18:51:54,Shipped,FBA,Amazon.com,Two-Day,CUST-00851,SC,Centerville,73234,US,USD,0.0,0.0,21.64
114-1474035-4116596,2025-06-09,08:35:37,Pending,FBA,Amazon.com,Two-Day,CUST-01616,CA,Fresno,74032,US,USD,0.0,0.0,75.3
114-2224634-6122965,2025-06-09,08:56:26,Canceled,FBA,Amazon.com,Two-Day,CUST-00393,TN,Nashville,58394,US,USD,0.0,0.0,46.89
114-3299522-1735592,2025-06-09,00:40:35,Canceled,FBA,Amazon.com,Standard,CUST-00217,ND,Centerville,85354,US,USD,0.0,0.0,26.96
114-3008248-7971116,2025-06-10,18:18:06,Shipped,FBM,Amazon.com,Expedited,CUST-01138,TN,Nashville,41217,US,USD,6.71,0.0,81.02
114-3471253-2410170,2025-06-10,22:19:11,Shipped,FBA,Amazon.com,Two-Day,CUST-00987,MI,Lansing,24302,US,USD,0.0,0.0,68.06
114-7486012-1082541,2025-06-10,13:28:55,Canceled,FBA,Amazon.com,Two-Day,CUST-01617,SC,Georgetown,58142,US,USD,0.0,4.2,95.61
114-7743856-7329897,2025-06-10,22:54:54,Shipped,FBA,Amazon.com,Two-Day,CUST-00190,IL,Naperville,87436,US,USD,0.0,0.0,49.25
114-9716644-1690978,2025-06-10,06:01:39,Shipped,FBA,Amazon.com,Standard,CUST-01129,CA,San Jose,95620,US,USD,0.0,0.0,63.85
114-1462791-9944486,2025-06-12,19:16:51,Shipped,FBM,Amazon.com,Standard,CUST-01360,SD,Centerville,98208,US,USD,4.71,0.0,114.21
114-4533439-1940363,2025-06-12,04:02:08,Pending,FBA,Amazon.com,Expedited,CUST-01712,AZ,Mesa,53444,US,USD,0.0,0.0,101.36
114-8033901-7623806,2025-06-12,10:00:27,Shipped,FBA,Amazon.com,Two-Day,CUST-01381,IN,Springfield,79699,US,USD,0.0,0.0,27.71
114-2666198-5664006,2025-06-13,17:28:05,Unshipped,FBM,Amazon.com,Standard,CUST-00346,NY,Buffalo,29432,US,USD,5.77,0.0,183.71
114-3435279-2580209,2025-06-13,18:49:25,Shipped,FBA,Amazon.com,Two-Day,CUST-00774,IL,Chicago,70577,US,USD,0.0,2.21,19.11
114-9958483-6516331,2025-06-13,00:53:49,Shipped,FBM,Amazon.com,Standard,CUST-00609,SD,Georgetown,26950,US,USD,4.85,0.0,42.33
114-1151539-8454748,2025-06-14,14:36:39,Shipped,FBA,Amazon.com,Standard,CUST-00535,IL,Naperville,65666,US,USD,0.0,0.0,53.13
114-2190742-5743330,2025-06-14,17:45:17,Shipped,FBA,Amazon.com,Two-Day,CUST-01352,AL,Fairview,17977,US,USD,0.0,0.0,70.6
114-4633913-4694667,2025-06-14,23:26:47,Shipped,FBA,Amazon.com,Two-Day,CUST-00584,MS,Fairview,46935,US,USD,0.0,0.0,82.16
114-6965855-6340079,2025-06-14,23:00:58,Shipped,FBA,Amazon.com,Two-Day,CUST-00740,PA,Allentown,26575,US,USD,0.0,0.0,88.7
114-7408963-2670620,2025-06-14,13:11:13,Canceled,FBA,Amazon.com,Two-Day,CUST-01375,MA,Springfield,82964,US,USD,0.0,0.0,41.1
114-8722147-7082985,2025-06-14,16:46:10,Shipped,FBA,Amazon.com,Expedited,CUST-01638,CA,San Diego,90441,US,USD,0.0,0.0,19.25
114-1894161-8595571,2025-06-15,20:10:35,Shipped,FBA,Amazon.com,Two-Day,CUST-00442,NJ,Jersey City,95037,US,USD,0.0,0.0,29.15
114-3201617-3589277,2025-06-15,07:09:46,Pending,FBA,Amazon.com,Standard,CUST-00469,KY,Fairview,48769,US,USD,0.0,0.84,111.56
114-5543184-7606979,2025-06-15,20:56:49,Shipped,FBA,Amazon.com,Two-Day,CUST-00223,LA,Fairview,56338,US,USD,0.0,0.0,49.25
114-5748505-2514619,2025-06-15,22:20:11,Shipped,FBA,Amazon.com,Two-Day,CUST-00056,UT,Georgetown,40886,US,USD,0.0,0.0,24.82
114-7245743-4688718,2025-06-15,07:13:44,Shipped,FBA,Amazon.com,Two-Day,CUST-00329,FL,Jacksonville,39170,US,USD,0.0,0.0,38.5
114-1994790-5341292,2025-06-16,00:29:15,Shipped,FBA,Amazon.com,Two-Day,CUST-00389,UT,Springfield,21866,US,USD,0.0,0.0,95.18
114-2935851-3771969,2025-06-16,08:09:15,Unshipped,FBA,Amazon.com,Two-Day,CUST-00997,MA,Boston,29727,US,USD,0.0,0.0,29.15
114-3566569-8548251,2025-06-16,07:17:01,Shipped,FBA,Amazon.com,Two-Day,CUST-01628,ID,Springfield,74907,US,USD,0.0,13.47,200.61
114-3845107-4833000,2025-06-16,22:13:39,Shipped,FBA,Amazon.com,Standard,CUST-00557,MO,Georgetown,51071,US,USD,0.0,5.54,79.51
114-5923181-1415063,2025-06-16,11:37:31,Shipped,FBM,Amazon.com,Scheduled,CUST-01573,WV,Georgetown,53392,US,USD,7.27,0.0,149.63
114-8187538-9089012,2025-06-16,03:27:15,Shipped,FBA,Amazon.com,Two-Day,CUST-00012,CA,Los Angeles,30369,US,USD,0.0,1.72,15.89
114-2379201-7336938,2025-06-17,10:40:57,Shipped,FBM,Amazon.com,Standard,CUST-01724,MD,Georgetown,42151,US,USD,7.26,0.0,39.26
114-3162530-6109362,2025-06-17,01:09:51,Shipped,FBM,Amazon.com,Scheduled,CUST-01595,PA,Philadelphia,15259,US,USD,7.86,0.0,32.68
114-3874563-3451220,2025-06-17,17:41:49,Shipped,FBA,Amazon.com,Two-Day,CUST-01027,NY,New York,77894,US,USD,0.0,0.0,10.4
114-5286392-3851877,2025-06-17,02:33:10,Shipped,FBA,Amazon.com,Expedited,CUST-00142,TX,Fort Worth,60972,US,USD,0.0,0.0,182.99
114-5338042-6890588,2025-06-17,22:24:24,Shipped,FBA,Amazon.com,Expedited,CUST-00804,OH,Cleveland,82463,US,USD,0.0,0.0,31.9
114-5837652-2737911,2025-06-17,16:48:20,Shipped,FBA,Amazon.com,Two-Day,CUST-01422,IL,Chicago,79881,US,USD,0.0,0.0,108.32
114-8478399-8257604,2025-06-18,07:59:04,Shipped,FBA,Amazon.com,Two-Day,CUST-00212,PA,Erie,67536,US,USD,0.0,0.0,54.16
114-2083587-6020258,2025-06-19,12:05:19,Shipped,FBA,Amazon.com,Standard,CUST-00507,PA,Pittsburgh,13728,US,USD,0.0,0.0,86.26
114-2532162-7307818,2025-06-19,04:01:16,Shipped,FBA,Amazon.com,Two-Day,CUST-00002,MA,Worcester,77603,US,USD,0.0,0.0,40.0
114-4031676-4429433,2025-06-19,20:21:50,Canceled,FBA,Amazon.com,Two-Day,CUST-01639,CA,Sacramento,68252,US,USD,0.0,1.25,29.85
114-5779750-8829244,2025-06-19,22:07:01,Shipped,FBM,Amazon.com,Standard,CUST-00938,OH,Columbus,27324,US,USD,5.45,0.0,56.8
114-8675783-5184707,2025-06-19,21:00:18,Shipped,FBA,Amazon.com,Two-Day,CUST-00096,IN,Riverside,23462,US,USD,0.0,0.0,62.79
114-9144052-3503192,2025-06-19,11:32:57,Shipped,FBM,Amazon.com,Standard,CUST-01322,GA,Savannah,62435,US,USD,7.18,0.0,38.23
114-9954070-1468996,2025-06-19,05:07:53,Shipped,FBA,Amazon.com,Two-Day,CUST-00571,TX,Dallas,87264,US,USD,0.0,0.0,8.44
114-5390923-2006351,2025-06-20,17:36:56,Shipped,FBA,Amazon.com,Standard,CUST-00269,FL,Miami,15504,US,USD,0.0,0.0,15.31
114-8221154-4404305,2025-06-20,17:24:06,Shipped,FBA,Amazon.com,Two-Day,CUST-00230,GA,Macon,51373,US,USD,0.0,0.0,91.31
114-8368441-8769303,2025-06-20,09:57:07,Shipped,FBM,Amazon.com,Expedited,CUST-01133,CO,Riverside,45456,US,USD,7.61,0.0,88.03
114-4616283-9651004,2025-06-21,22:40:09,Shipped,FBM,Amazon.com,Standard,CUST-00362,AL,Georgetown,99848,US,USD,5.73,0.0,44.67
114-4851602-4893816,2025-06-21,23:11:43,Shipped,FBA,Amazon.com,Two-Day,CUST-00737,WI,Springfield,25531,US,USD,0.0,0.0,147.41
114-5446285-6713848,2025-06-21,00:18:52,Shipped,FBM,Amazon.com,Standard,CUST-00505,PA,Pittsburgh,13517,US,USD,5.77,0.0,74.03
114-5604580-2866156,2025-06-21,03:31:08,Shipped,FBM,Amazon.com,Standard,CUST-01781,SD,Centerville,12979,US,USD,7.26,14.49,289.11
114-6224220-9314378,2025-06-21,09:53:25,Shipped,FBA,Amazon.com,Standard,CUST-01452,AZ,Tucson,22237,US,USD,0.0,0.0,110.91
114-6399648-6699648,2025-06-21,10:25:49,Shipped,FBA,Amazon.com,Two-Day,CUST-01742,NY,Albany,29493,US,USD,0.0,0.0,17.61
114-8903263-4817169,2025-06-21,15:12:00,Shipped,FBA,Amazon.com,Two-Day,CUST-00235,OH,Toledo,11276,US,USD,0.0,0.0,82.22
114-3089862-9736208,2025-06-22,22:44:53,Shipped,FBA,Amazon.com,Two-Day,CUST-01101,AL,Riverside,25035,US,USD,0.0,0.0,118.8
114-5365738-9539168,2025-06-22,16:44:28,Shipped,FBA,Amazon.com,Two-Day,CUST-00215,NY,Syracuse,36255,US,USD,0.0,0.0,204.03
114-5742703-2057860,2025-06-22,20:24:53,Shipped,FBM,Amazon.com,Standard,CUST-00746,CA,San Jose,40169,US,USD,5.78,0.0,167.01
114-6977619-1755625,2025-06-22,19:43:02,Shipped,FBA,Amazon.com,Standard,CUST-01609,GA,Augusta,28591,US,USD,0.0,0.0,72.29
114-2346369-2119403,2025-06-23,07:20:40,Shipped,FBA,Amazon.com,Two-Day,CUST-00957,HI,Riverside,25366,US,USD,0.0,0.0,207.01
114-4035787-9772017,2025-06-23,03:06:46,Shipped,FBM,Amazon.com,Standard,CUST-00346,NY,Buffalo,29432,US,USD,7.55,7.11,111.35
114-5111559-4877019,2025-06-23,08:58:31,Shipped,FBA,Amazon.com,Expedited,CUST-01485,MO,Georgetown,61666,US,USD,0.0,0.0,12.73
114-5838878-3914709,2025-06-23,22:22:55,Shipped,FBA,Amazon.com,Standard,CUST-01467,KY,Centerville,50609,US,USD,0.0,0.0,143.34
114-6528230-6493151,2025-06-23,04:27:59,Shipped,FBA,Amazon.com,Standard,CUST-01381,IN,Springfield,79699,US,USD,0.0,0.0,64.56
114-7927055-5211212,2025-06-23,18:08:44,Shipped,FBA,Amazon.com,Expedited,CUST-00930,PA,Pittsburgh,46659,US,USD,0.0,0.0,136.5
114-8734943-4465905,2025-06-23,23:38:25,Canceled,FBA,Amazon.com,Expedited,CUST-00608,NV,Georgetown,96246,US,USD,0.0,0.0,63.12
114-8740350-6232620,2025-06-23,18:59:28,Shipped,FBA,Amazon.com,Two-Day,CUST-01603,AZ,Mesa,11620,US,USD,0.0,0.0,64.3
114-1266694-2778984,2025-06-24,19:02:39,Shipped,FBM,Amazon.com,Standard,CUST-01196,IL,Chicago,51262,US,USD,5.35,0.0,37.25
114-1365020-4731316,2025-06-24,07:04:58,Shipped,FBA,Amazon.com,Two-Day,CUST-00652,VA,Richmond,66894,US,USD,0.0,0.0,131.88
114-2231929-6686779,2025-06-24,00:23:14,Shipped,FBA,Amazon.com,Two-Day,CUST-01028,TX,Dallas,28161,US,USD,0.0,0.0,32.42
114-3862345-8418392,2025-06-24,19:36:23,Shipped,FBM,Amazon.com,Standard,CUST-00965,CA,San Francisco,91139,US,USD,6.02,0.0,21.33
114-4886308-3795624,2025-06-24,02:59:41,Unshipped,FBM,Amazon.com,Expedited,CUST-00789,NJ,Jersey City,43022,US,USD,5.22,0.0,37.12
114-5764276-3192634,2025-06-24,21:53:52,Shipped,FBA,Amazon.com,Two-Day,CUST-01446,NY,Rochester,31049,US,USD,0.0,0.0,19.47
114-7324847-1293064,2025-06-24,20:12:46,Shipped,FBA,Amazon.com,Two-Day,CUST-00698,VT,Springfield,27527,US,USD,0.0,0.0,51.35
114-1840925-3566756,2025-06-25,06:53:20,Unshipped,FBM,Amazon.com,Standard,CUST-00067,KS,Fairview,68079,US,USD,6.58,0.0,33.54
114-3771786-6688369,2025-06-25,14:28:27,Pending,FBA,Amazon.com,Two-Day,CUST-00827,GA,Atlanta,79550,US,USD,0.0,0.0,82.57
114-3863862-1725367,2025-06-25,15:58:14,Shipped,FBA,Amazon.com,Standard,CUST-00903,LA,Springfield,26531,US,USD,0.0,0.0,115.07
114-5085025-6324047,2025-06-25,22:55:04,Shipped,FBA,Amazon.com,Two-Day,CUST-00644,NC,Charlotte,90028,US,USD,0.0,10.65,78.05
114-5534221-1057075,2025-06-25,13:46:09,Shipped,FBM,Amazon.com,Standard,CUST-00347,IL,Springfield,53399,US,USD,4.49,0.0,48.49
114-5740020-2565912,2025-06-25,11:16:53,Shipped,FBM,Amazon.com,Expedited,CUST-01484,GA,Atlanta,78136,US,USD,5.73,0.0,30.55
114-6034623-2545326,2025-06-25,02:03:38,Shipped,FBM,Amazon.com,Standard,CUST-01140,NY,Buffalo,47040,US,USD,6.19,0.0,70.75
114-7585847-4639898,2025-06-25,09:38:12,Shipped,FBA,Amazon.com,Two-Day,CUST-00460,FL,Orlando,38333,US,USD,0.0,0.0,77.88
114-8602836-2575236,2025-06-25,16:14:20,Shipped,FBA,Amazon.com,Standard,CUST-00521,KY,Georgetown,87748,US,USD,0.0,0.0,17.84
114-8680964-7219517,2025-06-25,18:29:46,Pending,FBA,Amazon.com,Two-Day,CUST-00763,CA,Fresno,78733,US,USD,0.0,1.34,125.92
114-9032352-6648123,2025-06-25,14:41:05,Pending,FBM,Amazon.com,Standard,CUST-00403,MN,Centerville,77757,US,USD,6.05,0.0,17.82
114-9594836-8924037,2025-06-25,07:53:20,Shipped,FBM,Amazon.com,Standard,CUST-00903,LA,Springfield,26531,US,USD,7.2,0.0,38.74
114-1801609-7068105,2025-06-26,04:42:46,Shipped,FBA,Amazon.com,Two-Day,CUST-01315,AZ,Mesa,49850,US,USD,0.0,0.0,80.22
114-2196967-7900000,2025-06-26,02:01:49,Shipped,FBA,Amazon.com,Two-Day,CUST-00029,DE,Riverside,33081,US,USD,0.0,1.68,48.79
114-4083015-2648873,2025-06-26,13:06:58,Shipped,FBA,Amazon.com,Expedited,CUST-00186,FL,Miami,77720,US,USD,0.0,0.0,135.73
114-6395440-4940134,2025-06-26,13:19:55,Shipped,FBM,Amazon.com,Expedited,CUST-00247,NM,Georgetown,20911,US,USD,6.46,0.0,30.48
114-7985879-7745527,2025-06-26,14:17:26,Pending,FBM,Amazon.com,Standard,CUST-00473,IL,Naperville,99740,US,USD,6.95,3.17,198.37
114-3461675-1923821,2025-06-27,16:48:32,Shipped,FBA,Amazon.com,Two-Day,CUST-00236,NJ,Paterson,49326,US,USD,0.0,0.0,277.13
114-3461675-1923821,2025-06-27,16:48:32,Shipped,FBA,Amazon.com,Two-Day,CUST-00236,NJ,Paterson,49326,US,USD,0.0,0.0,277.13
114-5013490-6336113,2025-06-27,10:39:37,Shipped,FBA,Amazon.com,Two-Day,CUST-00247,NM,Georgetown,20911,US,USD,0.0,4.81,96.2
114-6120953-9573604,2025-06-27,08:55:38,Shipped,FBA,Amazon.com,Two-Day,CUST-01015,NC,Charlotte,92764,US,USD,0.0,0.0,63.35
114-7413170-3255109,2025-06-27,17:38:15,Shipped,FBM,Amazon.com,Standard,CUST-00640,CA,Fresno,30788,US,USD,5.29,0.0,100.51
114-8698572-1957543,2025-06-27,04:28:22,Shipped,FBA,Amazon.com,Two-Day,CUST-01018,WA,Bellevue,93160,US,USD,0.0,0.0,19.42
114-8806617-2020147,2025-06-27,11:32:41,Shipped,FBA,Amazon.com,Two-Day,CUST-00640,CA,Fresno,30788,US,USD,0.0,0.0,19.25
114-9506803-9011321,2025-06-27,21:02:10,Canceled,FBA,Amazon.com,Two-Day,CUST-00602,SC,Centerville,56729,US,USD,0.0,0.0,204.86
114-3811691-3318931,2025-06-28,22:53:39,Shipped,FBA,Amazon.com,Two-Day,CUST-00557,MO,Georgetown,51071,US,USD,0.0,0.0,59.85
114-5900791-2212136,2025-06-28,11:28:26,Shipped,FBA,Amazon.com,Two-Day,CUST-00158,CA,San Francisco,23621,US,USD,0.0,0.0,242.7
114-7865555-6632977,2025-06-28,15:13:40,Shipped,FBM,Amazon.com,Standard,CUST-00752,DC,Springfield,49252,US,USD,6.94,0.0,273.04
114-3570708-9721164,2025-06-29,08:23:28,Shipped,FBA,Amazon.com,Two-Day,CUST-00405,CT,Springfield,71455,US,USD,0.0,0.0,110.91
114-6275507-4120097,2025-06-29,03:27:21,Shipped,FBA,Amazon.com,Standard,CUST-00792,HI,Georgetown,87000,US,USD,0.0,0.0,36.82
114-9986173-1124292,2025-06-29,08:42:11,Shipped,FBA,Amazon.com,Two-Day,CUST-00698,VT,Springfield,27527,US,USD,0.0,0.0,105.99
114-1604167-8552693,2025-06-30,20:45:57,Shipped,FBA,Amazon.com,Expedited,CUST-01585,CO,Springfield,26241,US,USD,0.0,0.0,135.05
114-3345814-8299487,2025-06-30,13:29:34,Shipped,FBA,Amazon.com,Expedited,CUST-00532,NC,Greensboro,33500,US,USD,0.0,0.0,56.87
114-5503370-3122320,2025-06-30,18:24:01,Canceled,FBA,Amazon.com,Two-Day,CUST-00785,VA,Richmond,91877,US,USD,0.0,0.0,51.35
114-6624867-7826219,2025-06-30,23:01:06,Shipped,FBA,Amazon.com,Standard,CUST-01007,KY,Georgetown,14277,US,USD,0.0,0.0,219.0
114-2547607-6585036,2025-07-01,14:24:44,Shipped,FBA,Amazon.com,Two-Day,CUST-00645,KS,Springfield,31895,US,USD,0.0,0.0,438.0
114-8389817-1186804,2025-07-01,17:31:56,Shipped,FBM,Amazon.com,Standard,CUST-01002,OH,Toledo,95054,US,USD,5.45,0.0,24.87
114-9346043-7412210,2025-07-01,23:11:28,Shipped,FBM,Amazon.com,Standard,CUST-01163,WY,Springfield,88719,US,USD,5.03,0.0,22.1
114-3399483-8733485,2025-07-02,03:33:48,Shipped,FBA,Amazon.com,Two-Day,CUST-01026,DC,Springfield,30760,US,USD,0.0,0.0,15.31
114-3621838-6868570,2025-07-02,22:10:48,Unshipped,FBA,Amazon.com,Standard,CUST-00223,LA,Fairview,56338,US,USD,0.0,0.0,17.61
114-4457407-2682205,2025-07-02,21:08:10,Shipped,FBA,Amazon.com,Two-Day,CUST-00452,CA,Los Angeles,83100,US,USD,0.0,0.0,61.97
114-4668839-2014393,2025-07-02,02:18:15,Shipped,FBM,Amazon.com,Standard,CUST-00540,TN,Chattanooga,71082,US,USD,4.25,0.0,55.6
114-6849505-1239294,2025-07-02,07:50:26,Shipped,FBA,Amazon.com,Standard,CUST-00700,MN,Springfield,80601,US,USD,0.0,0.0,74.65
114-7925315-2826251,2025-07-02,05:22:16,Unshipped,FBM,Amazon.com,Standard,CUST-01356,NC,Durham,10064,US,USD,6.25,0.0,555.94
114-8361457-5992100,2025-07-02,11:06:37,Shipped,FBM,Amazon.com,Standard,CUST-01058,VA,Arlington,91327,US,USD,5.19,0.0,108.94
114-8490272-5941880,2025-07-02,07:25:16,Pending,FBA,Amazon.com,Two-Day,CUST-00714,IL,Peoria,66616,US,USD,0.0,0.0,27.71
114-1313231-9271947,2025-07-03,23:51:42,Shipped,FBM,Amazon.com,Standard,CUST-00118,VA,Richmond,73167,US,USD,7.18,0.0,81.83
114-2920773-4764411,2025-07-03,05:38:55,shipped,FBM,Amazon.com,Standard,CUST-01612,MN,Riverside,18540,US,USD,7.71,0.0,32.53
114-2921352-4843704,2025-07-03,04:09:56,Pending,FBM,Amazon.com,Expedited,CUST-00215,NY,Syracuse,36255,US,USD,7.89,0.0,168.74
114-5108131-5317031,2025-07-03,04:42:16,Shipped,FBA,Amazon.com,Two-Day,CUST-01585,CO,Springfield,26241,US,USD,0.0,0.0,54.16
114-1363733-6147703,2025-07-04,10:54:07,Shipped,FBA,Amazon.com,Two-Day,CUST-00943,HI,Fairview,95899,US,USD,0.0,0.0,52.27
114-1911379-7658078,2025-07-04,09:05:42,Shipped,FBA,Amazon.com,Standard,CUST-00763,CA,Fresno,78733,US,USD,0.0,0.0,107.91
114-3549198-1265271,2025-07-04,12:46:01,Shipped,FBA,Amazon.com,Two-Day,CUST-01734,OK,Centerville,33274,US,USD,0.0,0.0,107.91
114-4715138-1009139,2025-07-04,17:22:26,Shipped,FBA,Amazon.com,Two-Day,CUST-01791,VA,Arlington,81770,US,USD,0.0,0.0,63.57
114-2415200-3867901,2025-07-05,10:34:28,Shipped,FBA,Amazon.com,Standard,CUST-00019,NH,Centerville,26880,US,USD,0.0,0.0,19.86
114-3502581-2023580,2025-07-05,07:21:05,Shipped,FBA,Amazon.com,Expedited,CUST-01321,AK,Georgetown,61402,US,USD,0.0,0.0,488.82
114-5387696-2573407,2025-07-05,10:11:53,Shipped,FBA,Amazon.com,Standard,CUST-00388,AZ,Phoenix,88415,US,USD,0.0,0.0,63.08
114-8134099-8096065,2025-07-05,23:29:47,Shipped,FBA,Amazon.com,Two-Day,CUST-01356,NC,Durham,10064,US,USD,0.0,0.0,31.9
114-1220581-7215142,2025-07-06,14:05:05,Shipped,FBA,Amazon.com,Expedited,CUST-00274,TX,Dallas,81137,US,USD,0.0,0.0,39.53
114-8419974-9066248,2025-07-06,02:23:28,Shipped,FBA,Amazon.com,Two-Day,CUST-00442,NJ,Jersey City,95037,US,USD,0.0,0.0,19.25
114-8650199-2961905,2025-07-06,08:02:18,Shipped,FBA,Amazon.com,Two-Day,CUST-00637,AL,Fairview,71908,US,USD,0.0,0.0,54.16
114-9552017-5064263,2025-07-06,00:53:28,Shipped,FBA,Amazon.com,Two-Day,CUST-01237,SC,Riverside,71668,US,USD,0.0,0.0,83.69
114-1037242-7116407,2025-07-07,14:47:44,Shipped,FBA,Amazon.com,Two-Day,CUST-00642,TX,Houston,83010,US,USD,0.0,0.0,11.33
114-4373085-9243243,2025-07-07,03:42:12,Shipped,FBA,Amazon.com,Standard,CUST-01186,OR,Georgetown,77853,US,USD,0.0,0.0,83.71
