asin,month,sessions,page_views,units_ordered,buy_box_percentage
B0A8X9FRKN,2026-05,61,75,4,0.88
B0A8X9FRKN,2026-06,20,24,1,0.96
B0JH68DJ8G,2025-01,56,78,8,0.89
B0JH68DJ8G,2025-02,42,55,5,0.98
B0JH68DJ8G,2025-03,75,109,10,0.98
B0JH68DJ8G,2025-04,26,31,3,0.98
B0JH68DJ8G,2025-05,56,79,6,0.99
B0JH68DJ8G,2025-06,27,40,3,0.92
B0JH68DJ8G,2025-07,32,48,4,0.95
B0JH68DJ8G,2025-08,27,39,3,0.88
B0JH68DJ8G,2025-09,27,35,4,0.87
B0JH68DJ8G,2025-10,37,50,4,0.86
B0JH68DJ8G,2025-11,57,84,8,0.96
B0JH68DJ8G,2025-12,140,161,15,0.96
B0JH68DJ8G,2026-01,18,22,2,0.98
B0JH68DJ8G,2026-02,28,42,3,0.96
B0JH68DJ8G,2026-03,51,66,6,0.87
B0JH68DJ8G,2026-04,63,80,7,0.96
B0JH68DJ8G,2026-05,8,12,1,0.89
B0JH68DJ8G,2026-06,59,89,0,1.0
B0ERBP9846,2025-01,46,55,2,0.96
B0ERBP9846,2025-02,23,33,1,0.91
B0ERBP9846,2025-03,108,140,4,0.96
B0ERBP9846,2025-04,51,64,2,0.95
B0ERBP9846,2025-05,122,187,5,0.86
B0ERBP9846,2025-06,78,112,0,0.87
B0ERBP9846,2025-07,64,91,0,0.95
B0ERBP9846,2025-08,124,153,0,0.89
B0ERBP9846,2025-09,25,33,1,0.95
B0ERBP9846,2025-10,27,38,1,0.89
B0ERBP9846,2025-11,27,34,1,0.91
B0ERBP9846,2025-12,23,34,1,0.96
B0ERBP9846,2026-01,51,62,2,0.96
B0ERBP9846,2026-02,85,109,4,0.88
B0ERBP9846,2026-03,61,84,0,0.86
B0ERBP9846,2026-04,46,68,2,0.86
B0ERBP9846,2026-05,43,51,2,0.87
B0ERBP9846,2026-06,22,28,1,0.87
B0936760J9,2025-01,20,28,1,0.93
B0936760J9,2025-02,24,37,1,0.91
B0936760J9,2025-03,21,25,1,0.97
B0936760J9,2025-04,20,24,1,0.9
B0936760J9,2025-05,60,87,3,0.94
B0936760J9,2025-06,21,25,1,0.99
B0936760J9,2025-07,21,30,1,0.99
B0936760J9,2025-08,91,107,5,0.92
B0936760J9,2025-09,45,65,2,0.86
B0936760J9,2025-10,19,23,1,0.88
B0936760J9,2025-11,45,56,2,0.96
B0936760J9,2025-12,37,46,2,0.98
B0936760J9,2026-01,64,78,3,0.99
B0936760J9,2026-02,68,80,0,0.87
B0936760J9,2026-03,109,134,0,0.86
B0936760J9,2026-04,36,51,2,0.91
B0936760J9,2026-05,63,92,3,0.92
B0936760J9,2026-06,19,28,1,0.98
B01XGTD2M1,2025-01,112,156,0,0.87
B01XGTD2M1,2025-02,61,79,0,0.92
B01XGTD2M1,2025-03,7,10,0,0.89
B01XGTD2M1,2025-04,62,76,0,0.92
B01XGTD2M1,2025-05,74,109,0,0.9
B01XGTD2M1,2025-06,149,194,0,1.0
B01XGTD2M1,2025-07,42,62,0,0.89
B01XGTD2M1,2025-08,58,75,0,0.87
B01XGTD2M1,2025-09,10,13,0,0.94
B01XGTD2M1,2025-10,91,141,0,0.89
B01XGTD2M1,2025-11,74,93,0,0.93
B01XGTD2M1,2025-12,20,25,1,0.89
B01XGTD2M1,2026-01,120,183,0,0.98
B01XGTD2M1,2026-02,44,68,0,0.97
B01XGTD2M1,2026-03,21,32,1,0.92
B01XGTD2M1,2026-04,33,39,0,0.95
B01XGTD2M1,2026-05,138,175,0,0.97
B01XGTD2M1,2026-06,19,24,1,0.9
B0CWALEK2Y,2025-01,37,50,5,0.91
B0CWALEK2Y,2025-02,74,86,9,0.99
B0CWALEK2Y,2025-03,33,42,4,0.9
B0CWALEK2Y,2025-04,56,75,6,0.92
B0CWALEK2Y,2025-05,25,39,3,0.9
B0CWALEK2Y,2025-06,121,178,12,0.89
B0CWALEK2Y,2025-07,81,101,9,0.96
B0CWALEK2Y,2025-08,40,57,4,0.96
B0CWALEK2Y,2025-09,38,47,4,0.98
B0CWALEK2Y,2025-10,19,29,2,0.92
B0CWALEK2Y,2025-11,37,50,4,0.9
B0CWALEK2Y,2025-12,69,80,8,0.93
B0CWALEK2Y,2026-01,29,42,3,0.94
B0CWALEK2Y,2026-02,16,24,2,0.91
B0CWALEK2Y,2026-03,28,36,3,0.9
B0CWALEK2Y,2026-04,59,89,6,0.94
B0CWALEK2Y,2026-05,61,87,6,0.96
B0CWALEK2Y,2026-06,22,27,3,0.92
B0PF199V27,2025-01,15,18,2,0.87
B0PF199V27,2025-02,58,72,0,0.92
B0PF199V27,2025-03,7,9,1,0.99
B0PF199V27,2025-04,36,44,0,0.97
B0PF199V27,2025-05,7,11,1,0.89
B0PF199V27,2025-06,90,120,0,0.9
B0PF199V27,2025-07,93,116,0,0.96
B0PF199V27,2025-08,8,11,1,0.92
B0PF199V27,2025-09,133,194,0,0.98
B0PF199V27,2025-10,39,46,0,0.87
B0PF199V27,2025-11,17,21,0,0.89
B0PF199V27,2025-12,25,34,3,0.89
B0PF199V27,2026-01,86,131,0,0.94
B0PF199V27,2026-02,8,9,1,0.96
B0PF199V27,2026-03,8,11,1,0.91
B0PF199V27,2026-04,25,35,0,0.91
B0PF199V27,2026-05,8,10,1,0.98
B0PF199V27,2026-06,7,8,1,0.93
B02SLUXEFA,2025-01,3,4,0,0.89
B02SLUXEFA,2025-02,85,127,0,0.97
B02SLUXEFA,2025-03,87,107,0,0.87
B02SLUXEFA,2025-04,24,35,0,0.96
B02SLUXEFA,2025-05,117,168,0,0.96
B02SLUXEFA,2025-06,7,8,1,0.91
B02SLUXEFA,2025-07,7,10,1,0.96
B02SLUXEFA,2025-08,143,213,0,1.0
B02SLUXEFA,2025-09,6,8,1,0.94
B02SLUXEFA,2025-10,117,165,0,0.94
B02SLUXEFA,2025-11,128,171,0,0.98
B02SLUXEFA,2025-12,7,8,1,0.98
B02SLUXEFA,2026-01,100,125,0,0.9
B02SLUXEFA,2026-02,75,90,0,0.91
B02SLUXEFA,2026-03,20,26,0,0.9
B02SLUXEFA,2026-04,95,145,0,0.9
B02SLUXEFA,2026-05,101,142,0,0.92
B02SLUXEFA,2026-06,63,85,0,1.0
B0KMG3BBNV,2025-01,8,11,1,0.89
B0KMG3BBNV,2025-02,9,12,1,0.91
B0KMG3BBNV,2025-03,11,17,0,0.92
B0KMG3BBNV,2025-04,7,9,1,0.87
B0KMG3BBNV,2025-05,148,176,0,0.86
B0KMG3BBNV,2025-06,7,10,1,0.88
B0KMG3BBNV,2025-07,86,130,0,0.94
B0KMG3BBNV,2025-08,40,49,0,0.94
B0KMG3BBNV,2025-09,48,62,0,0.93
B0KMG3BBNV,2025-10,28,33,0,0.96
B0KMG3BBNV,2025-11,106,138,0,0.98
B0KMG3BBNV,2025-12,36,55,4,0.98
B0KMG3BBNV,2026-01,12,15,0,0.89
B0KMG3BBNV,2026-02,15,20,2,0.99
B0KMG3BBNV,2026-03,6,9,0,0.88
B0KMG3BBNV,2026-04,138,168,0,0.87
B0KMG3BBNV,2026-05,82,110,0,0.86
B0KMG3BBNV,2026-06,123,171,0,0.86
B0U0VF1HMG,2025-01,153,193,9,0.92
B0U0VF1HMG,2025-02,98,122,5,0.89
B0U0VF1HMG,2025-03,117,177,6,0.86
B0U0VF1HMG,2025-04,60,83,3,0.99
B0U0VF1HMG,2025-05,185,249,11,0.92
B0U0VF1HMG,2025-06,190,284,9,0.97
B0U0VF1HMG,2025-07,178,224,10,0.95
B0U0VF1HMG,2025-08,174,202,8,0.99
B0U0VF1HMG,2025-09,147,219,8,0.92
B0U0VF1HMG,2025-10,116,164,6,0.89
B0U0VF1HMG,2025-11,188,273,9,0.97
B0U0VF1HMG,2025-12,203,267,10,0.92
B0U0VF1HMG,2026-01,52,65,3,0.99
B0U0VF1HMG,2026-02,109,137,5,0.98
B0U0VF1HMG,2026-03,104,126,6,0.9
B0U0VF1HMG,2026-04,104,159,5,0.96
B0U0VF1HMG,2026-05,155,239,8,0.92
B0U0VF1HMG,2026-06,95,131,5,0.92
B085JJ3ZXF,2025-01,64,92,7,0.92
B085JJ3ZXF,2025-02,16,24,2,0.96
B085JJ3ZXF,2025-03,17,23,2,0.98
B085JJ3ZXF,2025-04,83,100,0,0.97
B085JJ3ZXF,2025-05,40,52,4,0.94
B085JJ3ZXF,2025-06,18,24,2,0.99
B085JJ3ZXF,2025-07,8,11,1,0.89
B085JJ3ZXF,2025-08,20,28,2,0.93
B085JJ3ZXF,2025-09,18,27,2,0.88
B085JJ3ZXF,2025-10,10,15,1,0.92
B085JJ3ZXF,2025-11,25,29,3,0.87
B085JJ3ZXF,2025-12,58,86,6,0.91
B085JJ3ZXF,2026-01,60,78,0,1.0
B085JJ3ZXF,2026-02,8,10,1,0.87
B085JJ3ZXF,2026-03,24,32,3,0.95
B085JJ3ZXF,2026-04,34,40,4,0.99
B085JJ3ZXF,2026-05,119,179,0,0.88
B085JJ3ZXF,2026-06,8,11,1,0.95
B0XHVV9SEX,2025-01,78,107,0,0.99
B0XHVV9SEX,2025-02,8,10,1,0.87
B0XHVV9SEX,2025-03,20,24,2,0.99
B0XHVV9SEX,2025-04,2,3,0,0.93
B0XHVV9SEX,2025-05,70,86,0,0.95
B0XHVV9SEX,2025-06,89,110,0,0.97
B0XHVV9SEX,2025-07,99,123,0,0.86
B0XHVV9SEX,2025-08,133,171,0,0.91
B0XHVV9SEX,2025-09,10,15,1,0.93
B0XHVV9SEX,2025-10,16,24,2,0.93
B0XHVV9SEX,2025-11,137,162,0,0.9
B0XHVV9SEX,2025-12,0,0,0,0.97
B0XHVV9SEX,2026-01,130,196,0,0.9
B0XHVV9SEX,2026-02,8,10,1,0.93
B0XHVV9SEX,2026-03,10,12,0,0.88
B0XHVV9SEX,2026-04,21,27,0,0.98
B0XHVV9SEX,2026-05,145,183,0,0.89
B0XHVV9SEX,2026-06,10,14,1,0.89
B0FA6PK7S1,2025-01,150,212,0,0.86
B0FA6PK7S1,2025-02,26,32,3,0.96
B0FA6PK7S1,2025-03,41,61,0,0.87
B0FA6PK7S1,2025-04,23,30,3,0.92
B0FA6PK7S1,2025-05,17,23,2,0.98
B0FA6PK7S1,2025-06,21,32,3,0.99
B0FA6PK7S1,2025-07,77,90,0,0.98
B0FA6PK7S1,2025-08,8,11,1,0.91
B0FA6PK7S1,2025-09,138,178,0,0.94
B0FA6PK7S1,2025-10,21,24,3,0.88
B0FA6PK7S1,2025-11,40,60,5,1.0
B0FA6PK7S1,2025-12,17,22,2,0.95
B0FA6PK7S1,2026-01,116,174,0,0.94
B0FA6PK7S1,2026-02,16,21,2,0.89
B0FA6PK7S1,2026-03,90,129,0,0.9
B0FA6PK7S1,2026-04,9,13,1,0.9
B0FA6PK7S1,2026-05,29,36,4,0.96
B0FA6PK7S1,2026-06,9,14,1,1.0
B0U3W04VY2,2025-01,60,77,0,0.65
B0U3W04VY2,2025-02,60,77,0,0.59
B0U3W04VY2,2025-03,60,75,0,0.52
B0U3W04VY2,2025-04,60,89,0,0.8
B0U3W04VY2,2025-05,60,83,0,0.56
B0U3W04VY2,2025-06,60,84,0,0.81
B0U3W04VY2,2025-07,60,71,0,0.55
B0U3W04VY2,2025-08,36,54,0,0.64
B0U3W04VY2,2025-09,60,92,0,0.58
B0U3W04VY2,2025-10,13,16,0,0.64
B0U3W04VY2,2025-11,16,19,0,0.62
B0U3W04VY2,2025-12,13,20,0,0.8
B0U3W04VY2,2026-01,35,49,0,0.64
B0U3W04VY2,2026-02,60,77,0,0.77
B0U3W04VY2,2026-03,60,77,0,0.72
B0U3W04VY2,2026-04,60,70,0,0.71
B0U3W04VY2,2026-05,60,90,0,0.82
B0U3W04VY2,2026-06,42,52,0,0.65
B0GJL7P973,2025-01,68,79,5,0.96
B0GJL7P973,2025-02,92,137,8,0.88
B0GJL7P973,2025-03,183,243,12,0.93
B0GJL7P973,2025-04,83,101,7,0.94
B0GJL7P973,2025-05,44,64,3,0.87
B0GJL7P973,2025-06,26,35,2,0.89
B0GJL7P973,2025-07,45,66,3,0.87
B0GJL7P973,2025-08,74,108,6,0.88
B0GJL7P973,2025-09,47,59,3,0.94
B0GJL7P973,2025-10,158,194,10,0.9
B0GJL7P973,2025-11,95,138,7,0.92
B0GJL7P973,2025-12,138,211,10,0.94
B0GJL7P973,2026-01,15,23,1,0.86
B0GJL7P973,2026-02,51,65,4,0.95
B0GJL7P973,2026-03,116,157,8,0.93
B0GJL7P973,2026-04,59,75,4,0.96
B0GJL7P973,2026-05,61,86,5,0.9
B0GJL7P973,2026-06,83,126,6,0.92
B0C4JKS52V,2025-01,53,65,0,0.89
B0C4JKS52V,2025-02,124,143,0,0.94
B0C4JKS52V,2025-03,21,27,0,0.96
B0C4JKS52V,2025-04,73,110,0,0.96
B0C4JKS52V,2025-05,134,202,0,0.88
B0C4JKS52V,2025-06,100,140,0,0.99
B0C4JKS52V,2025-07,85,120,0,0.94
B0C4JKS52V,2025-08,136,176,0,0.96
B0C4JKS52V,2025-09,28,37,1,0.93
B0C4JKS52V,2025-10,9,13,0,0.98
B0C4JKS52V,2025-11,60,78,0,0.9
B0C4JKS52V,2025-12,150,231,0,0.91
B0C4JKS52V,2026-01,87,109,0,0.94
B0C4JKS52V,2026-02,119,163,0,0.94
B0C4JKS52V,2026-03,58,70,0,0.92
B0C4JKS52V,2026-04,1,2,0,0.93
B0C4JKS52V,2026-05,140,213,0,0.97
B0C4JKS52V,2026-06,98,149,0,0.9
B0P5FBKME8,2025-01,149,218,10,0.87
B0P5FBKME8,2025-02,103,153,7,0.97
B0P5FBKME8,2025-03,144,206,9,0.93
B0P5FBKME8,2025-04,126,159,9,1.0
B0P5FBKME8,2025-05,82,100,6,0.88
B0P5FBKME8,2025-06,87,129,5,0.89
B0P5FBKME8,2025-07,75,102,5,0.95
B0P5FBKME8,2025-08,186,278,12,0.97
B0P5FBKME8,2025-09,108,150,8,0.91
B0P5FBKME8,2025-10,180,267,11,0.88
B0P5FBKME8,2025-11,236,339,15,0.94
B0P5FBKME8,2025-12,41,61,3,0.98
B0P5FBKME8,2026-01,87,117,6,0.96
B0P5FBKME8,2026-02,143,179,8,0.87
B0P5FBKME8,2026-03,64,80,4,0.93
B0P5FBKME8,2026-04,54,67,4,0.98
B0P5FBKME8,2026-05,249,364,18,0.89
B0P5FBKME8,2026-06,179,214,11,0.95
B0UD0VSZWR,2025-01,60,81,0,0.54
B0UD0VSZWR,2025-02,60,75,0,0.82
B0UD0VSZWR,2025-03,60,79,0,0.85
B0UD0VSZWR,2025-04,58,78,0,0.7
B0UD0VSZWR,2025-05,60,76,0,0.53
B0UD0VSZWR,2025-06,8,12,0,0.6
B0UD0VSZWR,2025-07,60,81,0,0.75
B0UD0VSZWR,2025-08,39,56,0,0.58
B0UD0VSZWR,2025-09,3,4,0,0.55
B0UD0VSZWR,2025-10,60,89,0,0.79
B0UD0VSZWR,2025-11,21,26,1,0.67
B0UD0VSZWR,2025-12,60,87,0,0.73
B0UD0VSZWR,2026-01,60,79,0,0.55
B0UD0VSZWR,2026-02,2,2,0,0.71
B0UD0VSZWR,2026-03,55,85,0,0.69
B0UD0VSZWR,2026-04,60,78,0,0.81
B0UD0VSZWR,2026-05,9,11,0,0.74
B0UD0VSZWR,2026-06,60,74,0,0.67
B043M1S1C4,2025-01,84,108,5,0.89
B043M1S1C4,2025-02,17,23,1,0.87
B043M1S1C4,2025-03,48,65,3,0.89
B043M1S1C4,2025-04,92,115,6,0.98
B043M1S1C4,2025-05,46,70,0,0.86
B043M1S1C4,2025-06,68,104,4,0.86
B043M1S1C4,2025-07,150,202,10,0.91
B043M1S1C4,2025-08,84,112,6,0.92
B043M1S1C4,2025-09,50,61,3,0.91
B043M1S1C4,2025-10,47,58,3,0.92
B043M1S1C4,2025-11,156,226,8,0.87
B043M1S1C4,2025-12,29,38,2,0.9
B043M1S1C4,2026-01,7,9,0,0.95
B043M1S1C4,2026-02,36,47,2,0.96
B043M1S1C4,2026-03,16,23,1,1.0
B043M1S1C4,2026-04,18,21,1,0.93
B043M1S1C4,2026-05,15,20,1,0.9
B043M1S1C4,2026-06,17,22,1,0.9
B08UGTRB3Y,2025-01,89,108,7,0.89
B08UGTRB3Y,2025-02,70,108,6,0.87
B08UGTRB3Y,2025-03,75,109,6,0.93
B08UGTRB3Y,2025-04,46,53,4,0.91
B08UGTRB3Y,2025-05,102,134,8,1.0
B08UGTRB3Y,2025-06,31,37,3,0.87
B08UGTRB3Y,2025-07,11,17,1,0.92
B08UGTRB3Y,2025-08,110,135,12,0.92
B08UGTRB3Y,2025-09,73,99,6,0.98
B08UGTRB3Y,2025-10,37,44,4,0.95
B08UGTRB3Y,2025-11,129,183,12,0.92
B08UGTRB3Y,2025-12,77,95,8,0.99
B08UGTRB3Y,2026-01,30,46,3,0.9
B08UGTRB3Y,2026-02,62,72,5,0.98
B08UGTRB3Y,2026-03,33,45,3,0.98
B08UGTRB3Y,2026-04,39,56,4,0.99
B08UGTRB3Y,2026-05,27,34,3,0.99
B08UGTRB3Y,2026-06,37,45,4,0.95
B0NKTX370W,2025-01,40,51,5,0.88
B0NKTX370W,2025-02,18,22,3,0.99
B0NKTX370W,2025-03,24,36,4,0.95
B0NKTX370W,2025-04,12,17,2,0.91
B0NKTX370W,2025-05,7,11,1,0.9
B0NKTX370W,2025-06,6,7,1,1.0
B0NKTX370W,2025-07,69,82,9,0.92
B0NKTX370W,2025-08,36,52,5,0.9
B0NKTX370W,2025-09,11,15,0,0.98
B0NKTX370W,2025-10,21,28,3,0.9
B0NKTX370W,2025-11,20,31,3,0.97
B0NKTX370W,2025-12,52,78,8,0.94
B0NKTX370W,2026-01,29,42,4,0.91
B0NKTX370W,2026-02,15,20,2,0.88
B0NKTX370W,2026-03,7,10,1,0.87
B0NKTX370W,2026-04,14,19,2,0.91
B0NKTX370W,2026-05,15,22,2,0.99
B0NKTX370W,2026-06,6,8,1,0.95
B0G3W4FNRY,2025-01,46,61,0,0.87
B0G3W4FNRY,2025-02,134,197,0,0.97
B0G3W4FNRY,2025-03,6,9,0,0.94
B0G3W4FNRY,2025-04,25,34,0,0.88
B0G3W4FNRY,2025-05,117,175,0,0.87
B0G3W4FNRY,2025-06,14,20,0,0.89
B0G3W4FNRY,2025-07,9,11,1,0.88
B0G3W4FNRY,2025-08,23,34,2,0.93
B0G3W4FNRY,2025-09,27,38,0,0.97
B0G3W4FNRY,2025-10,114,133,0,0.98
B0G3W4FNRY,2025-11,23,27,0,1.0
B0G3W4FNRY,2025-12,21,30,2,0.97
B0G3W4FNRY,2026-01,43,59,0,0.97
B0G3W4FNRY,2026-02,12,15,1,0.88
B0G3W4FNRY,2026-03,149,221,0,0.86
B0G3W4FNRY,2026-04,1,1,0,0.9
B0G3W4FNRY,2026-05,146,212,0,0.88
B0G3W4FNRY,2026-06,94,134,0,0.92
B09YYU37MZ,2025-01,60,85,0,0.71
B09YYU37MZ,2025-02,60,75,0,0.79
B09YYU37MZ,2025-03,54,66,0,0.53
B09YYU37MZ,2025-04,14,17,0,0.67
B09YYU37MZ,2025-05,60,84,0,0.67
B09YYU37MZ,2025-06,60,80,0,0.61
B09YYU37MZ,2025-07,21,26,0,0.78
B09YYU37MZ,2025-08,60,85,0,0.8
B09YYU37MZ,2025-09,22,33,0,0.58
B09YYU37MZ,2025-10,8,11,1,0.81
B09YYU37MZ,2025-11,60,72,0,0.54
B09YYU37MZ,2025-12,54,69,0,0.53
B09YYU37MZ,2026-01,42,54,0,0.75
B09YYU37MZ,2026-02,53,80,0,0.65
B09YYU37MZ,2026-03,48,57,0,0.83
B09YYU37MZ,2026-04,30,46,0,0.58
B09YYU37MZ,2026-05,60,75,0,0.63
B09YYU37MZ,2026-06,60,81,0,0.66
B0SSL9ZZJT,2025-01,42,65,0,0.99
B0SSL9ZZJT,2025-02,11,15,0,0.86
B0SSL9ZZJT,2025-03,14,17,0,0.86
B0SSL9ZZJT,2025-04,132,188,0,0.96
B0SSL9ZZJT,2025-05,10,14,0,0.96
B0SSL9ZZJT,2025-06,12,17,1,0.99
B0SSL9ZZJT,2025-07,5,6,0,0.97
B0SSL9ZZJT,2025-08,0,0,0,0.99
B0SSL9ZZJT,2025-09,9,12,1,0.88
B0SSL9ZZJT,2025-10,149,214,0,0.94
B0SSL9ZZJT,2025-11,111,172,0,0.96
B0SSL9ZZJT,2025-12,12,15,1,0.87
B0SSL9ZZJT,2026-01,68,104,0,0.97
B0SSL9ZZJT,2026-02,58,67,0,0.9
B0SSL9ZZJT,2026-03,38,45,0,0.98
B0SSL9ZZJT,2026-04,12,14,0,0.89
B0SSL9ZZJT,2026-05,95,120,0,0.89
B0SSL9ZZJT,2026-06,63,76,0,0.88
B0E32FCLF7,2025-01,43,62,0,0.69
B0E32FCLF7,2025-02,60,88,0,0.78
B0E32FCLF7,2025-03,60,86,0,0.55
B0E32FCLF7,2025-04,60,79,0,0.83
B0E32FCLF7,2025-05,31,39,0,0.81
B0E32FCLF7,2025-06,60,78,0,0.76
B0E32FCLF7,2025-07,48,62,0,0.57
B0E32FCLF7,2025-08,60,74,0,0.72
B0E32FCLF7,2025-09,60,86,0,0.53
B0E32FCLF7,2025-10,60,90,0,0.62
B0E32FCLF7,2025-11,60,72,0,0.85
B0E32FCLF7,2025-12,26,21,3,0.56
B0E32FCLF7,2026-01,60,88,0,0.56
B0E32FCLF7,2026-02,60,82,0,0.67
B0E32FCLF7,2026-03,60,85,0,0.62
B0E32FCLF7,2026-04,60,85,0,0.77
B0E32FCLF7,2026-05,53,74,0,0.58
B0E32FCLF7,2026-06,60,74,0,0.51
B03QFWA54M,2025-01,11,13,1,0.92
B03QFWA54M,2025-02,9,12,1,0.95
B03QFWA54M,2025-03,8,10,0,0.96
B03QFWA54M,2025-04,23,29,2,0.92
B03QFWA54M,2025-05,32,46,3,0.98
B03QFWA54M,2025-06,11,14,1,0.88
B03QFWA54M,2025-07,147,216,0,0.96
B03QFWA54M,2025-08,31,38,0,0.87
B03QFWA54M,2025-09,9,12,1,0.86
B03QFWA54M,2025-10,19,26,2,0.92
B03QFWA54M,2025-11,142,207,0,0.93
B03QFWA54M,2025-12,127,156,0,0.86
B03QFWA54M,2026-01,17,20,0,0.88
B03QFWA54M,2026-02,61,77,0,0.91
B03QFWA54M,2026-03,126,175,0,0.98
B03QFWA54M,2026-04,20,25,0,0.96
B03QFWA54M,2026-05,19,28,2,0.9
B03QFWA54M,2026-06,10,15,1,0.9
B0SQ7F7BFE,2025-01,38,51,3,0.94
B0SQ7F7BFE,2025-02,13,18,1,0.93
B0SQ7F7BFE,2025-03,40,53,3,0.96
B0SQ7F7BFE,2025-04,46,59,4,0.91
B0SQ7F7BFE,2025-05,14,21,1,0.89
B0SQ7F7BFE,2025-06,10,14,1,0.94
B0SQ7F7BFE,2025-07,129,166,0,0.89
B0SQ7F7BFE,2025-08,40,61,3,0.99
B0SQ7F7BFE,2025-09,75,89,7,0.95
B0SQ7F7BFE,2025-10,95,130,7,0.99
B0SQ7F7BFE,2025-11,63,94,5,0.97
B0SQ7F7BFE,2025-12,68,89,5,0.91
B0SQ7F7BFE,2026-01,25,32,2,0.88
B0SQ7F7BFE,2026-02,67,83,0,0.95
B0SQ7F7BFE,2026-03,39,46,3,0.94
B0SQ7F7BFE,2026-04,75,116,6,0.97
B0SQ7F7BFE,2026-05,52,72,4,0.93
B0SQ7F7BFE,2026-06,13,15,1,0.94
B03RTJKKB4,2025-01,60,85,0,0.82
B03RTJKKB4,2025-02,7,8,0,0.58
B03RTJKKB4,2025-03,51,64,0,0.82
B03RTJKKB4,2025-04,2,2,0,0.59
B03RTJKKB4,2025-05,60,70,0,0.75
B03RTJKKB4,2025-06,26,32,0,0.74
B03RTJKKB4,2025-07,2,3,0,0.78
B03RTJKKB4,2025-08,60,89,0,0.57
B03RTJKKB4,2025-09,9,11,1,0.5
B03RTJKKB4,2025-10,41,54,0,0.69
B03RTJKKB4,2025-11,58,86,0,0.68
B03RTJKKB4,2025-12,27,36,0,0.73
B03RTJKKB4,2026-01,60,82,0,0.79
B03RTJKKB4,2026-02,60,72,0,0.58
B03RTJKKB4,2026-03,16,24,0,0.73
B03RTJKKB4,2026-04,60,74,0,0.52
B03RTJKKB4,2026-05,48,57,0,0.74
B03RTJKKB4,2026-06,9,10,0,0.73
B0GUBJ397E,2025-01,36,56,3,0.9
B0GUBJ397E,2025-02,51,68,0,0.95
B0GUBJ397E,2025-03,77,103,0,0.96
B0GUBJ397E,2025-04,12,15,1,0.87
B0GUBJ397E,2025-05,42,60,0,0.97
B0GUBJ397E,2025-06,28,38,0,0.86
B0GUBJ397E,2025-07,133,160,0,0.9
B0GUBJ397E,2025-08,62,95,0,0.96
B0GUBJ397E,2025-09,44,66,0,0.98
B0GUBJ397E,2025-10,51,61,0,0.95
B0GUBJ397E,2025-11,115,154,0,0.99
B0GUBJ397E,2025-12,11,14,1,0.91
B0GUBJ397E,2026-01,37,56,0,0.96
B0GUBJ397E,2026-02,113,169,0,1.0
B0GUBJ397E,2026-03,90,136,0,0.99
B0GUBJ397E,2026-04,47,72,0,0.96
B0GUBJ397E,2026-05,65,76,0,0.95
B0GUBJ397E,2026-06,146,210,0,0.89
B04N2RZ3JC,2025-01,116,160,0,0.97
B04N2RZ3JC,2025-02,109,133,0,0.92
B04N2RZ3JC,2025-03,67,93,0,0.91
B04N2RZ3JC,2025-04,9,13,1,0.93
B04N2RZ3JC,2025-05,21,29,0,0.9
B04N2RZ3JC,2025-06,73,97,0,0.93
B04N2RZ3JC,2025-07,95,110,0,0.94
B04N2RZ3JC,2025-08,5,8,0,0.93
B04N2RZ3JC,2025-09,72,96,0,0.94
B04N2RZ3JC,2025-10,119,140,0,0.97
B04N2RZ3JC,2025-11,147,201,0,0.93
B04N2RZ3JC,2025-12,81,111,0,0.87
B04N2RZ3JC,2026-01,140,177,0,0.94
B04N2RZ3JC,2026-02,8,12,1,0.95
B04N2RZ3JC,2026-03,72,91,0,0.98
B04N2RZ3JC,2026-04,7,11,1,0.97
B04N2RZ3JC,2026-05,42,59,0,0.96
B04N2RZ3JC,2026-06,143,213,0,0.94
B0NGF9R3E9,2025-01,3,4,0,0.89
B0NGF9R3E9,2025-02,49,63,0,0.95
B0NGF9R3E9,2025-03,0,0,0,0.89
B0NGF9R3E9,2025-04,115,168,0,0.91
B0NGF9R3E9,2025-05,33,50,2,0.9
B0NGF9R3E9,2025-06,34,41,2,0.88
B0NGF9R3E9,2025-07,76,88,0,0.96
B0NGF9R3E9,2025-08,107,151,0,0.93
B0NGF9R3E9,2025-09,70,101,0,0.92
B0NGF9R3E9,2025-10,16,21,1,0.91
B0NGF9R3E9,2025-11,0,0,0,0.97
B0NGF9R3E9,2025-12,61,88,0,0.94
B0NGF9R3E9,2026-01,117,166,0,0.98
B0NGF9R3E9,2026-02,1,1,0,0.93
B0NGF9R3E9,2026-03,127,175,0,0.93
B0NGF9R3E9,2026-04,87,115,0,0.91
B0NGF9R3E9,2026-05,105,142,0,0.92
B0NGF9R3E9,2026-06,13,19,1,0.9
B08B0R5CPH,2025-01,60,81,0,0.59
B08B0R5CPH,2025-02,60,92,0,0.78
B08B0R5CPH,2025-03,57,84,0,0.51
B08B0R5CPH,2025-04,60,88,0,0.52
B08B0R5CPH,2025-05,27,33,0,0.8
B08B0R5CPH,2025-06,37,47,3,0.74
B08B0R5CPH,2025-07,60,76,0,0.67
B08B0R5CPH,2025-08,42,60,0,0.58
B08B0R5CPH,2025-09,60,84,0,0.75
B08B0R5CPH,2025-10,60,79,0,0.51
B08B0R5CPH,2025-11,30,44,0,0.52
B08B0R5CPH,2025-12,60,76,0,0.58
